Year,Subregion,Habitat,Site,Site_Name,Site_Code,Station,Points,ID_Points,ID_Percent_Cover,ID,ID_Group
1996,MK,P,34,West Turtle Shoal,7P1,342,603,1,0.001658375,Porites porites,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,342,603,3,0.004975124,Scleractinia,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,342,603,11,0.018242123,Siderastrea siderea,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,342,603,311,0.515754561,Substrate,Substrate
1996,MK,P,34,West Turtle Shoal,7P1,342,603,1,0.001658375,Zoanthids,Zoanthidea
1996,MK,P,34,West Turtle Shoal,7P1,343,600,16,0.026666667,Macroalgae,Macroalgae
1996,MK,P,34,West Turtle Shoal,7P1,343,600,179,0.298333333,Octocorallia,Octocoral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,55,0.091666667,Porifera,Porifera
1996,MK,P,34,West Turtle Shoal,7P1,343,600,7,0.011666667,Acropora cervicornis,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,4,0.006666667,Colpophyllia natans,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,2,0.003333333,Eusmilia fastigiata,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,11,0.018333333,Montastraea cavernosa,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,11,0.018333333,Orbicella species,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,1,0.001666667,Porites astreoides,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,7,0.011666667,Pseudodiploria strigosa,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,58,0.096666667,Scleractinia,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,5,0.008333333,Siderastrea siderea,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,2,0.003333333,Stephanocoenia intersepta,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,1,0.001666667,Agaricia agaricites,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,343,600,224,0.373333333,Substrate,Substrate
1996,MK,P,34,West Turtle Shoal,7P1,343,600,17,0.028333333,Zoanthids,Zoanthidea
1996,MK,P,34,West Turtle Shoal,7P1,344,512,2,0.00390625,Macroalgae,Macroalgae
1996,MK,P,34,West Turtle Shoal,7P1,344,512,179,0.349609375,Octocorallia,Octocoral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,19,0.037109375,Porifera,Porifera
1996,MK,P,34,West Turtle Shoal,7P1,344,512,19,0.037109375,Colpophyllia natans,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,2,0.00390625,Diploria labyrinthiformis,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,3,0.005859375,Meandrina meandrites,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,1,0.001953125,Millepora alcicornis,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,61,0.119140625,Montastraea cavernosa,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,1,0.001953125,Orbicella species,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,1,0.001953125,Porites astreoides,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,3,0.005859375,Scleractinia,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,13,0.025390625,Siderastrea siderea,Stony_Coral
1996,MK,P,34,West Turtle Shoal,7P1,344,512,198,0.38671875,Substrate,Substrate
1996,MK,P,34,West Turtle Shoal,7P1,344,512,10,0.01953125,Zoanthids,Zoanthidea
1996,MK,P,35,Dustan Rocks,7P2,351,560,28,0.05,Macroalgae,Macroalgae
1996,MK,P,35,Dustan Rocks,7P2,351,560,279,0.498214286,Octocorallia,Octocoral
1996,MK,P,35,Dustan Rocks,7P2,351,560,18,0.032142857,Porifera,Porifera
1996,MK,P,35,Dustan Rocks,7P2,351,560,3,0.005357143,Colpophyllia natans,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,351,560,3,0.005357143,Montastraea cavernosa,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,351,560,3,0.005357143,Oculina diffusa,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,351,560,11,0.019642857,Orbicella species,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,351,560,6,0.010714286,Porites astreoides,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,351,560,14,0.025,Scleractinia,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,351,560,11,0.019642857,Siderastrea radians,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,351,560,172,0.307142857,Substrate,Substrate
1996,MK,P,35,Dustan Rocks,7P2,351,560,12,0.021428571,Zoanthids,Zoanthidea
1996,MK,P,35,Dustan Rocks,7P2,352,502,80,0.15936255,Macroalgae,Macroalgae
1996,MK,P,35,Dustan Rocks,7P2,352,502,174,0.346613546,Octocorallia,Octocoral
1996,MK,P,35,Dustan Rocks,7P2,352,502,26,0.051792829,Porifera,Porifera
1996,MK,P,35,Dustan Rocks,7P2,352,502,4,0.007968127,Colpophyllia natans,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,352,502,3,0.005976096,Millepora alcicornis,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,352,502,42,0.083665339,Montastraea cavernosa,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,352,502,12,0.023904382,Orbicella species,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,352,502,25,0.049800797,Porites astreoides,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,352,502,2,0.003984064,Scleractinia,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,352,502,20,0.039840637,Siderastrea siderea,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,352,502,1,0.001992032,Agaricia agaricites,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,352,502,110,0.219123506,Substrate,Substrate
1996,MK,P,35,Dustan Rocks,7P2,352,502,3,0.005976096,Zoanthids,Zoanthidea
1996,MK,P,35,Dustan Rocks,7P2,353,577,58,0.100519931,Macroalgae,Macroalgae
1996,MK,P,35,Dustan Rocks,7P2,353,577,130,0.225303293,Octocorallia,Octocoral
1996,MK,P,35,Dustan Rocks,7P2,353,577,11,0.019064125,Porifera,Porifera
1996,MK,P,35,Dustan Rocks,7P2,353,577,1,0.001733102,Millepora alcicornis,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,353,577,24,0.041594454,Montastraea cavernosa,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,353,577,9,0.01559792,Orbicella species,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,353,577,10,0.017331023,Porites astreoides,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,353,577,2,0.003466205,Siderastrea radians,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,353,577,31,0.05372617,Siderastrea siderea,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,353,577,288,0.499133449,Substrate,Substrate
1996,MK,P,35,Dustan Rocks,7P2,353,577,13,0.022530329,Zoanthids,Zoanthidea
1996,MK,P,35,Dustan Rocks,7P2,354,558,21,0.037634409,Macroalgae,Macroalgae
1996,MK,P,35,Dustan Rocks,7P2,354,558,234,0.419354839,Octocorallia,Octocoral
1996,MK,P,35,Dustan Rocks,7P2,354,558,11,0.019713262,Porifera,Porifera
1996,MK,P,35,Dustan Rocks,7P2,354,558,1,0.001792115,Eusmilia fastigiata,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,354,558,14,0.025089606,Montastraea cavernosa,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,354,558,36,0.064516129,Orbicella species,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,354,558,1,0.001792115,Siderastrea radians,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,354,558,21,0.037634409,Siderastrea siderea,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,354,558,1,0.001792115,Agaricia agaricites,Stony_Coral
1996,MK,P,35,Dustan Rocks,7P2,354,558,204,0.365591398,Substrate,Substrate
1996,MK,P,35,Dustan Rocks,7P2,354,558,14,0.025089606,Zoanthids,Zoanthidea
1996,UK,HB,10,Rattlesnake,9H1,101,479,76,0.158663883,Macroalgae,Macroalgae
1996,UK,HB,10,Rattlesnake,9H1,101,479,11,0.022964509,Octocorallia,Octocoral
1996,UK,HB,10,Rattlesnake,9H1,101,479,6,0.012526096,Porifera,Porifera
1996,UK,HB,10,Rattlesnake,9H1,101,479,2,0.004175365,Seagrass,Seagrass
1996,UK,HB,10,Rattlesnake,9H1,101,479,384,0.801670146,Substrate,Substrate
1996,UK,HB,10,Rattlesnake,9H1,102,525,130,0.247619048,Macroalgae,Macroalgae
1996,UK,HB,10,Rattlesnake,9H1,102,525,21,0.04,Octocorallia,Octocoral
1996,UK,HB,10,Rattlesnake,9H1,102,525,16,0.03047619,Porifera,Porifera
1996,UK,HB,10,Rattlesnake,9H1,102,525,358,0.681904762,Substrate,Substrate
1996,UK,HB,10,Rattlesnake,9H1,103,558,18,0.032258065,Macroalgae,Macroalgae
1996,UK,HB,10,Rattlesnake,9H1,103,558,23,0.041218638,Octocorallia,Octocoral
1996,UK,HB,10,Rattlesnake,9H1,103,558,22,0.039426523,Porifera,Porifera
1996,UK,HB,10,Rattlesnake,9H1,103,558,2,0.003584229,Seagrass,Seagrass
1996,UK,HB,10,Rattlesnake,9H1,103,558,493,0.883512545,Substrate,Substrate
1996,UK,HB,10,Rattlesnake,9H1,104,446,190,0.426008969,Macroalgae,Macroalgae
1996,UK,HB,10,Rattlesnake,9H1,104,446,22,0.049327354,Octocorallia,Octocoral
1996,UK,HB,10,Rattlesnake,9H1,104,446,18,0.040358744,Porifera,Porifera
1996,UK,HB,10,Rattlesnake,9H1,104,446,216,0.484304933,Substrate,Substrate
1996,UK,HB,11,El Radabob,9H2,111,450,142,0.315555556,Macroalgae,Macroalgae
1996,UK,HB,11,El Radabob,9H2,111,450,3,0.006666667,Octocorallia,Octocoral
1996,UK,HB,11,El Radabob,9H2,111,450,141,0.313333333,Seagrass,Seagrass
1996,UK,HB,11,El Radabob,9H2,111,450,164,0.364444444,Substrate,Substrate
1996,UK,HB,11,El Radabob,9H2,112,421,121,0.287410926,Macroalgae,Macroalgae
1996,UK,HB,11,El Radabob,9H2,112,421,5,0.011876485,Octocorallia,Octocoral
1996,UK,HB,11,El Radabob,9H2,112,421,1,0.002375297,Porifera,Porifera
1996,UK,HB,11,El Radabob,9H2,112,421,105,0.249406176,Seagrass,Seagrass
1996,UK,HB,11,El Radabob,9H2,112,421,189,0.448931116,Substrate,Substrate
1996,UK,HB,11,El Radabob,9H2,113,468,167,0.356837607,Macroalgae,Macroalgae
1996,UK,HB,11,El Radabob,9H2,113,468,1,0.002136752,Octocorallia,Octocoral
1996,UK,HB,11,El Radabob,9H2,113,468,5,0.010683761,Porifera,Porifera
1996,UK,HB,11,El Radabob,9H2,113,468,159,0.33974359,Seagrass,Seagrass
1996,UK,HB,11,El Radabob,9H2,113,468,136,0.290598291,Substrate,Substrate
1996,UK,HB,11,El Radabob,9H2,114,445,152,0.341573034,Macroalgae,Macroalgae
1996,UK,HB,11,El Radabob,9H2,114,445,12,0.026966292,Porifera,Porifera
1996,UK,HB,11,El Radabob,9H2,114,445,170,0.382022472,Seagrass,Seagrass
1996,UK,HB,11,El Radabob,9H2,114,445,111,0.249438202,Substrate,Substrate
1996,UK,HB,12,Dove Key,9H3,121,586,229,0.390784983,Macroalgae,Macroalgae
1996,UK,HB,12,Dove Key,9H3,121,586,12,0.020477816,Octocorallia,Octocoral
1996,UK,HB,12,Dove Key,9H3,121,586,6,0.010238908,Porifera,Porifera
1996,UK,HB,12,Dove Key,9H3,121,586,4,0.006825939,Seagrass,Seagrass
1996,UK,HB,12,Dove Key,9H3,121,586,335,0.571672355,Substrate,Substrate
1996,UK,HB,12,Dove Key,9H3,122,578,153,0.264705882,Macroalgae,Macroalgae
1996,UK,HB,12,Dove Key,9H3,122,578,7,0.012110727,Octocorallia,Octocoral
1996,UK,HB,12,Dove Key,9H3,122,578,6,0.010380623,Porifera,Porifera
1996,UK,HB,12,Dove Key,9H3,122,578,412,0.712802768,Substrate,Substrate
1996,UK,HB,12,Dove Key,9H3,123,590,301,0.510169492,Macroalgae,Macroalgae
1996,UK,HB,12,Dove Key,9H3,123,590,8,0.013559322,Octocorallia,Octocoral
1996,UK,HB,12,Dove Key,9H3,123,590,21,0.03559322,Porifera,Porifera
1996,UK,HB,12,Dove Key,9H3,123,590,12,0.020338983,Seagrass,Seagrass
1996,UK,HB,12,Dove Key,9H3,123,590,1,0.001694915,Scleractinia,Stony_Coral
1996,UK,HB,12,Dove Key,9H3,123,590,247,0.418644068,Substrate,Substrate
1996,UK,HB,12,Dove Key,9H3,124,599,29,0.048414023,Macroalgae,Macroalgae
1996,UK,HB,12,Dove Key,9H3,124,599,5,0.008347245,Octocorallia,Octocoral
1996,UK,HB,12,Dove Key,9H3,124,599,7,0.011686144,Porifera,Porifera
1996,UK,HB,12,Dove Key,9H3,124,599,3,0.005008347,Seagrass,Seagrass
1996,UK,HB,12,Dove Key,9H3,124,599,555,0.92654424,Substrate,Substrate
1996,UK,FD,70,Carysfort Deep,9D1,701,496,163,0.328629032,Macroalgae,Macroalgae
1996,UK,FD,70,Carysfort Deep,9D1,701,496,36,0.072580645,Octocorallia,Octocoral
1996,UK,FD,70,Carysfort Deep,9D1,701,496,24,0.048387097,Porifera,Porifera
1996,UK,FD,70,Carysfort Deep,9D1,701,496,2,0.004032258,Meandrina meandrites,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,701,496,5,0.010080645,Montastraea cavernosa,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,701,496,1,0.002016129,Mycetophyllia aliciae,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,701,496,8,0.016129032,Orbicella species,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,701,496,6,0.012096774,Porites porites,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,701,496,7,0.014112903,Scleractinia,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,701,496,4,0.008064516,Siderastrea siderea,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,701,496,2,0.004032258,Agaricia agaricites,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,701,496,238,0.47983871,Substrate,Substrate
1996,UK,FD,70,Carysfort Deep,9D1,702,600,105,0.175,Macroalgae,Macroalgae
1996,UK,FD,70,Carysfort Deep,9D1,702,600,31,0.051666667,Octocorallia,Octocoral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,39,0.065,Porifera,Porifera
1996,UK,FD,70,Carysfort Deep,9D1,702,600,2,0.003333333,Colpophyllia natans,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,3,0.005,Diploria labyrinthiformis,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,12,0.02,Montastraea cavernosa,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,3,0.005,Mycetophyllia aliciae,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,24,0.04,Orbicella species,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,20,0.033333333,Scleractinia,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,3,0.005,Siderastrea siderea,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,1,0.001666667,Stephanocoenia intersepta,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,1,0.001666667,Agaricia agaricites,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,702,600,356,0.593333333,Substrate,Substrate
1996,UK,FD,70,Carysfort Deep,9D1,703,471,40,0.08492569,Macroalgae,Macroalgae
1996,UK,FD,70,Carysfort Deep,9D1,703,471,37,0.078556263,Octocorallia,Octocoral
1996,UK,FD,70,Carysfort Deep,9D1,703,471,7,0.014861996,Porifera,Porifera
1996,UK,FD,70,Carysfort Deep,9D1,703,471,5,0.010615711,Colpophyllia natans,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,703,471,1,0.002123142,Millepora alcicornis,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,703,471,4,0.008492569,Montastraea cavernosa,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,703,471,41,0.087048832,Orbicella species,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,703,471,1,0.002123142,Scleractinia,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,703,471,10,0.021231423,Siderastrea siderea,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,703,471,1,0.002123142,Solenastrea bournoni,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,703,471,316,0.670912951,Substrate,Substrate
1996,UK,FD,70,Carysfort Deep,9D1,703,471,8,0.016985138,Zoanthids,Zoanthidea
1996,UK,FD,70,Carysfort Deep,9D1,704,559,58,0.103756708,Macroalgae,Macroalgae
1996,UK,FD,70,Carysfort Deep,9D1,704,559,55,0.098389982,Octocorallia,Octocoral
1996,UK,FD,70,Carysfort Deep,9D1,704,559,13,0.023255814,Porifera,Porifera
1996,UK,FD,70,Carysfort Deep,9D1,704,559,4,0.007155635,Colpophyllia natans,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,704,559,3,0.005366726,Millepora alcicornis,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,704,559,1,0.001788909,Montastraea cavernosa,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,704,559,48,0.085867621,Orbicella species,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,704,559,10,0.017889088,Porites porites,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,704,559,1,0.001788909,Siderastrea siderea,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,704,559,6,0.010733453,Agaricia agaricites,Stony_Coral
1996,UK,FD,70,Carysfort Deep,9D1,704,559,359,0.642218247,Substrate,Substrate
1996,UK,FD,70,Carysfort Deep,9D1,704,559,1,0.001788909,Zoanthids,Zoanthidea
1996,UK,FD,72,Molasses Deep,9D3,721,590,73,0.123728814,Macroalgae,Macroalgae
1996,UK,FD,72,Molasses Deep,9D3,721,590,105,0.177966102,Octocorallia,Octocoral
1996,UK,FD,72,Molasses Deep,9D3,721,590,41,0.069491525,Porifera,Porifera
1996,UK,FD,72,Molasses Deep,9D3,721,590,6,0.010169492,Diploria labyrinthiformis,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,721,590,10,0.016949153,Millepora alcicornis,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,721,590,1,0.001694915,Montastraea cavernosa,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,721,590,5,0.008474576,Orbicella species,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,721,590,4,0.006779661,Scleractinia,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,721,590,345,0.584745763,Substrate,Substrate
1996,UK,FD,72,Molasses Deep,9D3,722,543,58,0.106813996,Macroalgae,Macroalgae
1996,UK,FD,72,Molasses Deep,9D3,722,543,93,0.171270718,Octocorallia,Octocoral
1996,UK,FD,72,Molasses Deep,9D3,722,543,46,0.084714549,Porifera,Porifera
1996,UK,FD,72,Molasses Deep,9D3,722,543,3,0.005524862,Millepora alcicornis,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,722,543,1,0.001841621,Montastraea cavernosa,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,722,543,2,0.003683241,Porites astreoides,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,722,543,5,0.009208103,Pseudodiploria strigosa,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,722,543,1,0.001841621,Agaricia agaricites,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,722,543,334,0.615101289,Substrate,Substrate
1996,UK,FD,72,Molasses Deep,9D3,723,496,10,0.02016129,Macroalgae,Macroalgae
1996,UK,FD,72,Molasses Deep,9D3,723,496,89,0.179435484,Octocorallia,Octocoral
1996,UK,FD,72,Molasses Deep,9D3,723,496,57,0.114919355,Porifera,Porifera
1996,UK,FD,72,Molasses Deep,9D3,723,496,5,0.010080645,Millepora alcicornis,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,723,496,2,0.004032258,Montastraea cavernosa,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,723,496,3,0.006048387,Siderastrea siderea,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,723,496,330,0.665322581,Substrate,Substrate
1996,UK,FD,72,Molasses Deep,9D3,724,594,32,0.053872054,Macroalgae,Macroalgae
1996,UK,FD,72,Molasses Deep,9D3,724,594,95,0.15993266,Octocorallia,Octocoral
1996,UK,FD,72,Molasses Deep,9D3,724,594,179,0.301346801,Porifera,Porifera
1996,UK,FD,72,Molasses Deep,9D3,724,594,6,0.01010101,Millepora alcicornis,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,724,594,1,0.001683502,Montastraea cavernosa,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,724,594,1,0.001683502,Orbicella species,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,724,594,1,0.001683502,Porites astreoides,Stony_Coral
1996,UK,FD,72,Molasses Deep,9D3,724,594,278,0.468013468,Substrate,Substrate
1996,UK,FD,72,Molasses Deep,9D3,724,594,1,0.001683502,Zoanthids,Zoanthidea
1996,UK,FD,73,Conch Deep,9D4,731,600,34,0.056666667,Macroalgae,Macroalgae
1996,UK,FD,73,Conch Deep,9D4,731,600,44,0.073333333,Octocorallia,Octocoral
1996,UK,FD,73,Conch Deep,9D4,731,600,22,0.036666667,Porifera,Porifera
1996,UK,FD,73,Conch Deep,9D4,731,600,1,0.001666667,Meandrina meandrites,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,731,600,7,0.011666667,Millepora alcicornis,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,731,600,1,0.001666667,Montastraea cavernosa,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,731,600,8,0.013333333,Orbicella species,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,731,600,1,0.001666667,Porites astreoides,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,731,600,7,0.011666667,Scleractinia,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,731,600,2,0.003333333,Siderastrea siderea,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,731,600,1,0.001666667,Agaricia agaricites,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,731,600,472,0.786666667,Substrate,Substrate
1996,UK,FD,73,Conch Deep,9D4,732,702,16,0.022792023,Macroalgae,Macroalgae
1996,UK,FD,73,Conch Deep,9D4,732,702,42,0.05982906,Octocorallia,Octocoral
1996,UK,FD,73,Conch Deep,9D4,732,702,55,0.078347578,Porifera,Porifera
1996,UK,FD,73,Conch Deep,9D4,732,702,4,0.005698006,Meandrina meandrites,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,732,702,8,0.011396011,Millepora alcicornis,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,732,702,8,0.011396011,Montastraea cavernosa,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,732,702,28,0.03988604,Orbicella species,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,732,702,2,0.002849003,Siderastrea siderea,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,732,702,9,0.012820513,Stephanocoenia intersepta,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,732,702,530,0.754985755,Substrate,Substrate
1996,UK,FD,73,Conch Deep,9D4,733,814,53,0.065110565,Macroalgae,Macroalgae
1996,UK,FD,73,Conch Deep,9D4,733,814,57,0.07002457,Octocorallia,Octocoral
1996,UK,FD,73,Conch Deep,9D4,733,814,44,0.054054054,Porifera,Porifera
1996,UK,FD,73,Conch Deep,9D4,733,814,1,0.001228501,Madracis auretenra,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,733,814,1,0.001228501,Madracis decactis,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,733,814,25,0.030712531,Millepora alcicornis,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,733,814,1,0.001228501,Montastraea cavernosa,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,733,814,16,0.01965602,Orbicella species,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,733,814,2,0.002457002,Porites astreoides,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,733,814,1,0.001228501,Siderastrea siderea,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,733,814,2,0.002457002,Agaricia agaricites,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,733,814,611,0.750614251,Substrate,Substrate
1996,UK,FD,73,Conch Deep,9D4,734,621,18,0.028985507,Macroalgae,Macroalgae
1996,UK,FD,73,Conch Deep,9D4,734,621,60,0.096618357,Octocorallia,Octocoral
1996,UK,FD,73,Conch Deep,9D4,734,621,36,0.057971014,Porifera,Porifera
1996,UK,FD,73,Conch Deep,9D4,734,621,1,0.001610306,Dichocoenia stokesii,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,734,621,3,0.004830918,Millepora alcicornis,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,734,621,8,0.012882448,Orbicella species,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,734,621,1,0.001610306,Porites astreoides,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,734,621,4,0.006441224,Porites porites,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,734,621,1,0.001610306,Pseudodiploria strigosa,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,734,621,5,0.00805153,Stephanocoenia intersepta,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,734,621,1,0.001610306,Agaricia agaricites,Stony_Coral
1996,UK,FD,73,Conch Deep,9D4,734,621,483,0.777777778,Substrate,Substrate
1996,UK,FS,50,Carysfort Shallow,9S1,501,538,4,0.007434944,Macroalgae,Macroalgae
1996,UK,FS,50,Carysfort Shallow,9S1,501,538,13,0.024163569,Octocorallia,Octocoral
1996,UK,FS,50,Carysfort Shallow,9S1,501,538,93,0.172862454,Acropora palmata,Stony_Coral
1996,UK,FS,50,Carysfort Shallow,9S1,501,538,11,0.020446097,Millepora complanata,Stony_Coral
1996,UK,FS,50,Carysfort Shallow,9S1,501,538,6,0.011152416,Porites astreoides,Stony_Coral
1996,UK,FS,50,Carysfort Shallow,9S1,501,538,3,0.005576208,Scleractinia,Stony_Coral
1996,UK,FS,50,Carysfort Shallow,9S1,501,538,407,0.756505576,Substrate,Substrate
1996,UK,FS,50,Carysfort Shallow,9S1,501,538,1,0.001858736,Zoanthids,Zoanthidea
1996,UK,FS,50,Carysfort Shallow,9S1,502,507,5,0.009861933,Macroalgae,Macroalgae
1996,UK,FS,50,Carysfort Shallow,9S1,502,507,12,0.023668639,Millepora complanata,Stony_Coral
1996,UK,FS,50,Carysfort Shallow,9S1,502,507,1,0.001972387,Montastraea cavernosa,Stony_Coral
1996,UK,FS,50,Carysfort Shallow,9S1,502,507,3,0.00591716,Porites astreoides,Stony_Coral
1996,UK,FS,50,Carysfort Shallow,9S1,502,507,5,0.009861933,Pseudodiploria clivosa,Stony_Coral
1996,UK,FS,50,Carysfort Shallow,9S1,502,507,4,0.007889546,Siderastrea siderea,Stony_Coral
